795: 927,351,54,700,71,918
826: 98,154,626,935,117,873,901
396: 452,371
919: 817,790
913: 399,437,848,811,350,239
912: 311
917: 909,422,50,827,904,409
759: 705,940,789
868: 793
766: 923,291
618: 931
933: 809,581,333,486,422,861
408: 749,320,343,896,730
888: 645,540,405,721,910,179,356
805: 625,941,906,745,345,869
605: 359,357,349,343,446,896
840: 695,512,902,250,905,867
487: 614,900,909,861,911,874
411: 399,437,388,353,928,832
19: 860,895,374,418,62,938
860: 367,895,19,65,938,936
21: 414,64,935
875: 878
23: 413,326,379,375,50,409
461: 436,378,412,202
910: 763,882,120,721,645,888
939: 462,410,728,341,340
457: 318,441,853,397
417: 418,389,448,374,450
877: 373,446,892,204,842
426: 332,685,348,851,433,934
932: 878
449: 645,405,384,393,372
686: 897,444,459,402,428
389: 418,417,401,327
366: 347
685: 426,348,934
371: 864,769,433,452,396,357,349
909: 422,861,917,900,487
558: 62,325,938,348,398
929: 853,54,322,852,368,927
362: 406,420,323,385,413
934: 858,768,685,426,348,433,398
906: 805,941,745,763,89
393: 384,869,449,380,436
698: 614,900,627,930,695,898
793: 799,868
410: 462,939,438
916: 239,773,455,891,383,499
902: 840,512,227,231,905,624
50: 333,375,23,409,422,917
841: 614,857,874,898,862,846
52: 333,375,370,700,71,587,486
679: 832,881,883,819,928,802
54: 929,853,795,927,351,397
492: 936,886,798,804,79,205
627: 176,940,930,698,695,512
869: 384,393,805,941,345,453
58: 335,381
406: 458,362,420,342,413,379
803: 324,846,925,885,416,365
368: 429,431,852,929,392,927
62: 558,325,938,374,386,19
790: 817,919,730
64: 936,886,367,21,414,935
65: 860,938,79,936
66: 117,626
867: 390,840,250,668,905,344
775: 672
400: 394,330,427,395,358
435: 345,491,315,363,625
71: 162,587,486,918,700,795,52
814: 737,732,355,624,300
895: 860,367,19,418,327,316
446: 373,877,892,605,359,349
645: 888,540,405,449,763,910,384
421: 423,293,460
792: 
78: 921,842
79: 921,804,398,65,492
891: 399,832,881,239,916,499
626: 826,935,870,66,117
432: 851,334
425: 778,707
893: 383,499,914,565,394,330
864: 371,433,452
886: 936,492,64,798,98,154
361: 454,309,291,293
88: 608,428,920,424,882,89
89: 763,882,88,424,745,906
395: 427,400,358,376,317
91: 
363: 315,435
458: 406,420,339,369,429,342
798: 492,886,154,675,205,884
911: 809,721,861,487,179,874
915: 712,865
420: 458,406,362,369,415
98: 154,826,935,886
429: 431,368,339,458,392,342
863: 924,502
405: 645,888,540,449,356,372,440
382: 922,259,447,328,773,455
491: 315,381,335,387,625,435
874: 179,857,911,614,487,841
440: 364,372,885,356,405,324
364: 372,440,885,378,451,443
624: 355,905,227,902,737,814
388: 774,842,353,411,437
737: 565,732,787,814,227,624
614: 900,698,487,841,874,898
453: 456,380,419,345,869
920: 162,88,608,120,581,882
424: 387,745,402,88,428,89
930: 176,627,585,900,698
681: 380,436
379: 413,23,406,370,342,375
117: 66,827,626,826,873,585
865: 915
898: 862,250,614,698,841,695
120: 809,721,581,920,910,882
443: 434,451,364,378
454: 309,942,361,360,376
460: 438,340,421
769: 371,433,892,768
409: 827,326,23,50,917
433: 371,864,769,851,426,768,934
700: 370,392,795,927,52,71
128: 
918: 71,162,795,351,444,608
809: 120,721,581,933,911,861
404: 394,922,259,377,358
811: 848,314,913,350,338
437: 399,411,913,388,848
794: 419
901: 157,705,873,154,826,884
819: 675,928,884,157,679,802
367: 860,895,414,316,936,64
862: 898,250,668,841,846,925
540: 645,888,405
381: 491,315,58
668: 862,250,925,390,867
943: 466
846: 324,803,925,841,857,862
896: 337,343,605,359,408
802: 789,847,819,157,679,883
380: 453,393,681,319
827: 117,904,409,917,585
848: 314,811,373,437,913
899: 781,926
705: 157,873,901,759,176,940,789
413: 326,23,379,406,362,385
412: 319,461,202
688: 937
154: 98,826,886,798,884,901
456: 453,419
387: 335,424,745,402,491,625
157: 705,901,819,884,789,802
931: 618
385: 870,414,323,362,413,326
925: 803,846,862,668,365
907: 354,797,321,355,300,403
162: 71,920,486,918,608,581
773: 916,455,383,382,259
372: 364,440,405,449,436,378
434: 451,443
494: 
451: 434,443,364,885,416
884: 675,819,798,154,157,901
169: 373
365: 416,347,803,925,390,430
842: 774,388,204,921,78,877
672: 775
608: 88,428,444,920,162,918
625: 805,387,745,491,435,345
712: 915
176: 940,627,930,585,705,873
383: 893,499,916,773,259,394
921: 804,78,398,79,858,204,774,842
179: 356,857,874,721,911,888
926: 899
431: 429,852,368,339
445: 320,343,357
370: 700,392,342,379,52,375
402: 352,686,428,335,424,387
185: 336
707: 778,425
391: 352,335
922: 382,259,447,404,845,377
398: 921,79,348,558,858,934
422: 909,861,917,333,50,933
797: 907,354,321,263
486: 71,162,587,333,52,581,933
883: 679,881,847,802,914,787
858: 768,204,934,921,398
419: 345,794,456,453
436: 461,378,393,681,372
414: 870,21,385,316,367,64,935
885: 364,440,324,803,416,451
942: 454,309,354,376
935: 98,626,826,870,21,414,64
861: 909,422,809,933,911,487
202: 461,412
378: 461,436,364,372,443
204: 892,858,768,921,877,842
205: 675,804,492,798,774,353
847: 789,227,802,231,883,787
845: 377,922
900: 614,698,487,909,930
711: 
881: 832,679,883,891,499,914
876: 337,346,338
851: 334,452,432,426,433
403: 427,300,907,354,376
938: 558,62,860,19,65
940: 176,627,705,759,789,231,512
407: 369,415,401
416: 365,347,803,885,451
927: 795,368,929,54,700,392
695: 840,512,627,698,898,250
799: 793,777,937
444: 897,686,351,918,608,428
897: 686,444,397,318,351,459
375: 333,52,50,370,23,379
923: 766,291,340,728
373: 877,169,446,359,848,314
418: 417,389,374,327,895,19
227: 847,231,902,737,787,624
442: 322,852
447: 922,382
585: 176,930,827,117,873
231: 789,847,227,940,512,902
914: 893,499,881,883,565,787
730: 337,408,790,346
804: 921,79,492,774,205
423: 293,421
941: 805,906,763,384,869
462: 410,939,430,347,341
778: 425,707
239: 916,455,399,891,913,350
430: 439,390,365,347,341,462
369: 339,407,415,458,420
394: 404,400,330,893,383
928: 675,819,353,411,832,679
745: 424,387,89,805,625,906
502: 863
497: 
452: 851,334,396,371,864
587: 71,486,52
376: 360,403,395,454,942
250: 898,862,668,695,840,867
768: 892,858,204,934,769,433
459: 352,318,313,897,686
439: 390,430,344,321,263,341
721: 809,120,911,910,179,888
873: 705,901,826,117,176,585
763: 910,882,89,941,906,645,384
728: 263,341,939,923,340
390: 439,430,867,668,344,365
259: 922,382,773,383,404
644: 350,338,328,336,331
936: 492,886,64,860,367,65
749: 408
263: 728,341,439,797,321
817: 790,919
789: 847,802,231,157,705,759,940
882: 763,910,89,920,88,120
