795: 54,351,700,444,608,71
826: 154,772,626,66,117,873,813
396: 452,445,371
813: 743,884,705,154,826,873
744: 502,890
815: 180,805,345,625,453,869
722: 383,499,832,891,808,773,747
759: 627,856,157,705,789,731,512
868: 793
766: 293,291,276,728,340
618: 
596: 650,749,790,657,817
408: 896,730,343,320,749
888: 160,763,770,882,179,645
805: 815,180,745,625,199,106
605: 359,889,446,357,349,892,896
840: 814,624,231,564,355,867
487: 614,721,698,809,834,176
411: 399,437,832,891,679,239
19: 895,525,62,806,558
860: 662,806,64,558,859,367,65
21: 870,367,64,98,626
875: 91,878
23: 413,379,375,326,37,409
461: 681,319,412,436
894: 311
856: 176,759,627,873,585,705
457: 318,441
417: 325,707,448,418,374
877: 762,169,204,892,768,446
426: 332,348,685,433
880: 370,342,368,54,700
449: 384,393,538,405,372,436
686: 43,444,897,459,428
836: 
638: 423,899
685: 748,433,426,348,858,398
37: 713,50,409,23,375,333
696: 79,858,95,546,833
558: 860,662,806,62,19,79
806: 860,558,895,19,316,367
771: 827,117,756,66,50,422
828: 185,346,337,790,876,336
43: 686,424,428
393: 384,869,449,681,872,456
698: 614,487,559,176,627,695
793: 799,868
410: 462
660: 775,317
872: 456,393,869
50: 756,713,66,37,409,870,771
841: 874,857,614,559,898,862,846
52: 825,486,333,370,700,71,587
679: 832,388,819,353,437,411
54: 795,351,700,853,368,880
492: 798,886,65,804,546,205
627: 176,759,856,698,512,695
869: 384,393,815,180,453,872,456
58: 381,315,391,91,491,335
406: 458,369,420,362,323,413
803: 862,846,885,668,390,365
61: 348,62,418
62: 348,61,418,19,525,398,558
790: 337,657,596,817,346,828
64: 860,859,21,367,886,65,98
65: 492,886,860,64,546
66: 756,50,870,826,626,771,117
867: 344,355,564,250,668,840
775: 708,660,672
400: 358,404,427,395
435: 453,419,315,345
71: 608,142,587,795,700,52
814: 600,624,840,355,801
895: 19,525,327,316,806
446: 605,359,892,762,877,373
645: 218,356,888,199,770
421: 293,792,423,438
792: 293,291,361,454,421
78: 95,804,483,204,774,842
79: 858,696,398,662,558
891: 832,411,239,773,722
626: 98,826,870,21,66
432: 329,851,334,433
425: 450,448
893: 565,275,499,394,330
864: 349,371,851,452,866,769
886: 798,492,65,64,98,154
546: 95,804,696,492,65
88: 89,428,608,142,162,882
89: 424,428,745,88,106,882
395: 403,400,317
91: 391,875,878,58,381
600: 814,624,737,275,732,300,801
458: 406,369,429,392,413,379
798: 492,886,154,675,205,884
95: 804,78,546,833,696,483
748: 685,866,433,858,833
420: 407,406,369
98: 154,772,626,64,21,886
429: 392,431,339,458,369
863: 502,829
405: 372,540,440,384,767,449,364
859: 860,64,367
491: 625,387,335,58,315,345
874: 841,857,179,160,614,721
440: 540,356,324,451,405
106: 199,770,882,89,745,805
624: 814,600,840,227,231,737
731: 789,512,759
737: 565,275,787,227,600,624
614: 721,698,487,559,841,874
453: 435,815,345,869,456
525: 895,19,707,389,62,418
424: 89,428,745,43,402,387
483: 768,95,78,833,204
681: 319,456,538,461,393,436
691: 581
117: 771,827,873,585,66,826
865: 712
898: 695,250,559,841,862
120: 160,763,581,809,721
443: 412,202
454: 361,360,792
460: 293,438
769: 768,866,349,864
409: 37,50,326,23,870,414
433: 748,685,866,432,426,851
700: 795,54,370,880,52,71
128: 474
657: 337,790,373,596,749
809: 861,834,120,721,487
404: 394,845,330,358,400
811: 314,848,399,338
437: 399,411,388,848,679
794: 419,319,380
583: 330,732,275
819: 675,353,170,679,881
708: 775,317,674,672
862: 803,846,841,898,250,668
540: 218,356,440,384,767,405
713: 37,50
668: 250,862,803,344,867,390
142: 608,71,587,88,581,162
846: 862,803,885,324,841,857
896: 408,730,343,357,605
802: 847,791,883,887,157,743,170,881
767: 384,540,405
827: 771,117,585,422,861,834,542
848: 314,811,762,169,437
899: 781,638
705: 157,743,813,873,759,856
413: 23,379,406,458,326,323
412: 436,443,461
688: 799,777
154: 98,772,826,798,886,884,813
456: 681,872,319,453,393,869
889: 605,359
157: 743,705,759,847,802,789
564: 512,231,695,250,840,867
887: 802,881
160: 120,763,888,721,874,179
770: 199,106,882,888,645
162: 763,581,142,88,882
773: 239,544,891,722,383,259
890: 744,502
434: 416,364,378
494: 
451: 364,440,885,324,416
884: 743,170,813,798,154,675
169: 762,877,204,842,848
170: 743,884,675,819,881,802
842: 774,388,78,169,204
672: 674,775,708
608: 142,71,795,444,428,88
625: 491,387,745,815,805,345
712: 865
176: 627,856,585,834,698,487
791: 847,802,883
674: 672,708
179: 874,857,160,888,356
180: 815,805,199,218,384,869
431: 429,392,339,442,852,368
445: 343,396
834: 809,861,827,585,176,487
402: 352,459,424,387,335
185: 346,828,336,331
707: 389,448,417,418,525
391: 91,352,335,58
559: 614,698,841,898,695
398: 79,858,348,62,685
422: 486,333,771,827,861,542
797: 300,796,801,276,263,309
486: 825,52,333,422,587,861,581
883: 787,847,791,802,881,747
