957: 449,1032,1005,861,1060,1086
992: 923,340,460
396: 877,371,433,357
343: 408,445,357,371
913: 914,499,239,1008,881,1057,314
1063: 1004,909,614,1031
1054: 1051,804,79,329,332,1080
360: 454,354,300,376,317,907
966: 1079
357: 396,983,343
618: 975
324: 440,461,857,803,1093,443
408: 343,445,371,349,359,346
1037: 1004,999,1031,1012,982
805: 941,1071,456,363,419
1028: 117,1070,1066,413
329: 386,332,1051,1054
323: 385,1064,389,316,1056,1070
411: 399,437,928,798,227,157,832
984: 797,340,460
1071: 805,456,763,387,453
1076: 117,981,413,1047
875: 
1050: 391,381,352,402,1089
461: 440,372,324,443,378
1045: 793
1060: 449,957,1086,1027,1017,874,911
457: 988,927
417: 418,895,448,450,327,389
877: 371,396,842,433,373
426: 432,334,348,938,1080
1073: 1074,774,205,804,1069,886
449: 957,1032,1060,384,911,393
686: 428
389: 385,425,323,417,448,327
366: 434,846,263,451
336: 338,811,331,644
371: 877,396,349,343,408
909: 1046,614,422,409,1031,1063
969: 1087,964,841,982,668
332: 329,432,1080,1054
362: 401,415,1066,406,413,379
1081: 300,430,376,439,395
1021: 1023,423,454,797,341,421
393: 453,380,721,449,384,911
1005: 957,1032,861,402,424,1089
793: 1045
410: 263,438,451,340,341
1085: 974
902: 227,998,355
50: 342,1046,429,375,422
841: 1012,857,982,969,668,1078,1093
983: 357
1064: 323,1056,1070
54: 
999: 1031,979,1037,827,1087,982
1001: 1003,1025,712
341: 797,340,263,410,907,1021
982: 1012,841,999,1037,1087,969
406: 342,1046,415,362,379,409
803: 846,1093,365,324,416,443
368: 322,392,442,458
62: 386
1029: 1022,921,348,962
1074: 774,1000,1073,886,388,1058,373
349: 1058,446,373,371,408
354: 360,300,462,263,907
1003: 1001,712
775: 944
400: 358,394,1092,377,404
435: 387,363
345: 436,412
979: 409,999,1031,326,379,827
895: 418,417,1051,79,367,327
446: 349,1058,1024,1068,1090,359
347: 434,390,964,1077,430,462
421: 1021,797
1092: 395,624,330,400,377
1083: 88,1035,318,313,428,352
79: 1051,1054,804,895,1069,367
1011: 842,398,1000
1056: 585,1070,316,1064,323,414,176
432: 426,332
425: 385,389,448,407,401,369
893: 383,455,499,565,394
328: 350,1019,382
886: 1069,1049,388,1074,1073
361: 423,317,454
88: 1091,1035,1083,402,581,352
350: 328,644,811,239,383
395: 1092,403,1081,376,377
359: 337,1090,346,446,408
363: 387,435,805
458: 429,442,368,339,420
798: 414,928,935,437,353,411
911: 1017,874,405,449,1060,393,721
1032: 449,957,1005,384,1033,1089
420: 339,458,429,415,369,342
1051: 1054,79,329,418,895
429: 458,431,420,50,342
1059: 935,316,327,1049,367
405: 874,911,721,356,440,372
382: 328
1019: 455,328
874: 1017,911,405,1060,1004,1027,356
440: 372,461,324,405,857,356
364: 438,365,416
624: 330,427,355,1092,403
388: 886,1049,1074,1058,353,1024
1058: 349,446,373,1074,388,1024
614: 1086,422,909,1063,1027
453: 380,393,763,384,1071,456
344: 390,972,439,981,1047,321
424: 402,581,486,1088,1005,861
974: 1085
355: 227,998,427,902,905,624,403
379: 326,362,406,409,979
117: 1028,512,1076,1070,1066,413,1047
865: 
1082: 202
330: 624,565,394,427,1008,1092
443: 416,461,324,803
454: 360,907,1021,423,361
460: 797,984,992
1087: 827,969,964,1077,999,982
409: 1031,979,1046,406,909,379
433: 842,1072,452,877,396
1018: 
128: 1048
339: 420,442,407,458,369
1057: 399,881,337,1090,314,913
404: 377,317,358,400,447
811: 314,338,336,239,350,644
437: 353,1024,1068,798,399,411
794: 
340: 797,984,341,410,992
1055: 625,315,387,335
367: 1069,1049,79,895,1059,327
1053: 1075
944: 775
381: 391,1050,625,1033,1089,335
668: 434,969,964,841,846,1078
1075: 971,1053,1065
846: 803,1078,365,668,366
1016: 412,941
1072: 842,433,1084,1022,921,398
380: 453,393,721,456,436,412
827: 1087,1077,326,999,979,972
1084: 921,1072
981: 326,413,1076,1047,344,972
1065: 1075
413: 981,326,1066,362,117,1028,1076
412: 1016,380,941,456,436,345
1031: 409,999,979,909,1063,1037
335: 387,381,625,1055,763,1033
456: 805,941,1071,453,380,412
387: 335,363,1055,435,1071
157: 227,928,411
1070: 117,1056,1028,385,1064,323,1066
385: 425,323,1066,389,401,1070
333: 1086,422,375,486,861
907: 263,360,454,354,341
162: 351,1091,1088,370
1090: 337,359,446,1068,399,1057
372: 440,461,405,721,436,378
434: 668,366,347,964,462
334: 426,348
451: 438,366,365,263,410
1008: 914,913,881,427,832,330,565
356: 1012,857,1004,874,405,440
365: 846,803,438,364,451
842: 1072,433,1011,398,1000,877
1022: 921,1029,348,398,938,1072
608: 318,397,444,1035
625: 315,1055,459,391,381,335
712: 1001,1003
176: 414,928,1056,585,512,998
383: 893,455,499,239,350
921: 1022,1029,962,1084,1072
348: 1022,1029,334,426,938
346: 337,359,408,445,320,338
431: 429,392,375,370
445: 343,408,346,320
370: 375,486,1088,392,162,431
402: 581,424,88,1050,352,1005
185: 730
1000: 1074,774,398,842,1011,373
391: 381,1050,352,313,625,459
1049: 1069,886,367,388,935,1059,353
398: 1022,938,842,1072,1011,1000
422: 614,333,375,50,1046,909
797: 984,340,341,1021,421,460
486: 375,1088,370,424,333,861
1046: 50,342,406,909,422,409
1036: 
419: 805,941
436: 345,380,721,372,412
414: 176,928,798,935,316,1056
1077: 827,1087,964,390,972,347
1086: 614,333,957,861,1060,1027
935: 1059,316,1049,353,414,798
861: 957,1005,486,424,333,1086
202: 319,1082
378: 319,372,461
1079: 966
205: 938,1080,804,1073
1091: 88,1035,444,162,1088,581
1038: 975
1027: 1004,614,1086,1060,874
353: 437,1024,1049,388,935,798
881: 399,1057,832,914,913,1008
358: 400,394,404
327: 1059,417,895,367,389
403: 395,355,321,439,624
938: 205,426,1022,348,398
988: 457,1052,322,927
407: 448,325,339,425
416: 443,803,364
927: 322,988,457,351
1068: 437,1024,446,1090,399
1080: 205,426,332,1054,804
444: 351,441,608,1091,1035
338: 314,811,336,337,346,320
375: 486,370,431,50,333,422
923: 992
373: 349,1058,1074,1000,877
418: 417,895,374,1051,450
227: 157,998,427,902,832,355,928,411
442: 368,322,339,458
447: 404
585: 1056,512,176
972: 390,344,981,326,827,1077
914: 913,1008,881
730: 185
804: 1054,79,205,1080,1073,1069
423: 1023,1021,361,454
941: 805,456,419,1016,412
462: 300,430,434,347,354
1066: 385,401,362,117,1028,1070,413
239: 913,499,314,811,350,383
430: 1081,300,462,390,439,347
369: 401,415,339,420,425
394: 330,565,893,358,400
928: 414,176,798,411,227,157,998
1093: 803,1078,841,857,324
1004: 1063,1027,1037,874,1012,356
497: 1025
452: 433
998: 227,902,355,176,928,512,905
376: 1081,300,395,377,317,360
1067: 331,644
975: 1038,618
459: 625,315,391
439: 390,344,321,403,1081,430
721: 380,393,911,405,372,436
1069: 886,1049,367,804,79,1073
763: 384,1033,335,453,1071
1047: 321,905,117,512,1076,981,344
390: 344,972,439,1077,430,347
1025: 1001,497
644: 350,811,336,1067,331
964: 1087,969,1077,668,434,347
962: 921,1029
263: 410,907,366,354,451,341
817: 
1017: 874,911,1060
342: 50,1046,406,420,429,415
499: 913,239,565,383,893
428: 313,318,686,1083
1078: 846,1093,841,668
448: 407,450,417,425,389
581: 402,424,88,1091,1088
1089: 1033,381,1050,1032,1005
466: 
374: 418
924: 
352: 391,1050,88,1083,313,402
1024: 437,353,1068,388,1058,446
384: 763,1033,449,1032,453,393
415: 401,362,369,420,342,406
392: 368,351,431,370
386: 329,62
853: 
1035: 88,1091,1083,608,318,444
351: 444,162,441,927,392
565: 330,394,499,1008,893
1052: 988
438: 364,451,365,410
832: 227,427,399,881,411,1008
450: 448,325,418,417
401: 415,362,369,385,425,1066
331: 1067,336,644
