957: 449,1032,1005,861,1060,1086
399: 881,1057,411,437,1068,1090,832
1012: 841,857,356,982,1004,1037
857: 1012,841,356,440,324,1093
512: 117,585,176,998,1047,905
337: 1090,359,346,1057,314,338
1033: 763,384,1089,381,1032,335
905: 1047,321,512,998,355
455: 383,1019,893
300: 1081,430,376,462,360,354
326: 981,413,379,979,972,827
774: 1074,1000,1073
427: 227,832,355,1008,624,330
971: 1075
1048: 128
1088: 486,370,162,1091,581,424
377: 404,317,1092,395,376,400
777: 
1023: 1021,423
397: 441,608
325: 407,450
441: 397,351,444
313: 428,1083,391,352
314: 338,811,337,1057,913,239
315: 625,1055,459
316: 935,1059,323,414,1056
317: 377,404,376,360,361
318: 608,1035,1083,428
319: 202,378
320: 445,346,338
321: 1047,905,344,439,403
322: 368,927,988,442
