795: 71,608,69,444,54,700
511: 50,2,653
2: 414,409,21,511,653,22
3: 409,333
744: 502
684: 696,426,79
722: 207,679,808,222,239,565,773
759: 176,742,705,627,117,727
566: 106,89,162,763,745,770
766: 293,291,533,728,276,279
618: 
596: 749,657,725,650,790,810
699: 448,425,778,362,389
726: 300,263,797,640,600,275
805: 745,770,724,625,180
605: 677,768,349,769,730,702
16: 514,54,788,25,368
487: 216,197,585,159,721
18: 418,61,525,448,778,707
19: 707,316,525,62,47,806
592: 21,49,50,64,626
21: 592,49,367,2,414
22: 23,653,2,409,333
23: 653,37,22,333,422
461: 474,319
25: 370,368,16,54,700,422
653: 23,37,22,2,511,50,713
457: 339,322
725: 408,446,749,596,650
543: 765,669,789,512,231
475: 735,743
586: 739,787,737,640,476,275
449: 405,440,393,767,202,372
686: 397,43,459,608,428,88
740: 311,638,310,781
638: 740,310,421,781
685: 696,95,426,748,113
37: 23,653,102,713,780
696: 684,685,95,426,79,662,546
558: 534,47,64,806,49,65
806: 47,558,19,316,367,49
771: 627,117,784,756,118,764
782: 546,65,98,80,779,492,665
43: 686,459,387,402,428,424
709: 157,743,802,738,705,742
698: 216,467,197,512,510,217
793: 364,799,812
47: 534,558,806,19,62,79
660: 427,775,583,354,330
49: 21,592,367,558,64,806
50: 592,511,653,66,626,713
742: 176,671,759,705,157,709
52: 700,102,422,69,486
679: 722,808,353,750,222
54: 16,514,25,700,795,444
492: 798,779,665,782,546,78,804
627: 117,771,585,764,759,727
510: 658,695,512,698,559,217
58: 616,491,424,387,91,335
59: 432,332,348,398,433,426
803: 324,654,356,570,714
61: 18,525,348,398,62
62: 398,79,61,525,19,47
790: 185,810,346,657,596,337
64: 558,592,49,65,98,626
65: 782,662,534,558,64,98
66: 772,692,626,50,100,713
786: 570,198,654
775: 427,660,404,330,708,395
69: 795,71,700,52,486,587
435: 456,453,491,91,315,345
71: 795,608,69,607,587,88
658: 510
677: 785,768,605,702,762,204
446: 725,359,757,749
645: 770,724,160,763,143,199
76: 349,334,452,432,433,769
792: 293,291,438,361,360,301
78: 131,483,804,798,492,152
79: 398,631,62,534,47,684,696,426,662
80: 98,772,782,665,735,694
626: 98,772,66,64,592,50
478: 712
784: 117,771,692,100,756
655: 199,540,218,179,654,356
476: 640,624,789,227,586,787
752: 
546: 782,662,696,95,804,492
88: 106,428,71,608,686,607
89: 106,566,428,616,424,745
616: 58,491,424,89,745,625,181
91: 391,315,335,58,491,435
600: 640,624,553,801,726,263
458: 429,369,502,431
798: 492,665,154,78,675,152
95: 685,696,546,483,804,113
748: 433,769,685,768,113
779: 492,665,782
98: 772,626,80,64,782,65
99: 738,694,692
100: 713,780,756,692,66,784
597: 625,345,180,453,384,681
102: 52,37,780,486,542
491: 58,616,91,625,181,345,435
750: 675,170,187,152,666,353,679
440: 405,449,540,767,324,356
106: 566,428,89,88,162,607
624: 640,600,476,789,553,231
731: 741,791,157,671,765,227
737: 739,586,242,499,732,275
614: 721,143,179,197,198,217
453: 456,435,693,597,345,681,538
525: 18,61,707,19,62
113: 483,748,685,95,785,768
483: 131,78,804,113,95,785
681: 384,393,597,453,538
691: 159,764,581,118,142,120
117: 705,627,771,784,759
118: 581,542,756,771,691,764
751: 372,443,202,436,412
120: 763,809,162,142,691,159
443: 372,751,364
454: 360
460: 340,620,533,462,279
769: 748,433,349,76,768,605
607: 162,142,587,71,106,88
433: 748,769,432,59,76
700: 422,52,25,54,795,69
128: 
657: 749,148,596,373,790,337
130: 702
131: 483,78,149,205,152
776: 559,250,668
437: 314,338,388,411,811,399
794: 319,315,363,419,456
583: 499,732,354,394,330,660
136: 802,170,666,791
708: 306,395,404,775,672,674
620: 340,460,266,355,647,533
540: 655,218,384,767,356,440
713: 100,780,50,653,37,66
668: 344,250,559,570,776,714
142: 162,607,587,581,691,120
143: 614,721,179,160,645,199
764: 585,691,159,118,627,771
802: 157,743,709,136,170,666,791
767: 384,393,540,440,449
533: 647,728,620,460,766
148: 749,657,702,762,373
149: 774,205,131,169,204
705: 117,738,709,742,759
570: 559,786,198,654,803,668
152: 675,750,187,131,78,798,205
688: 812,777
154: 798,665,617,735,675,170,743
456: 453,435,693,315,794,319
788: 754,16,514,442,431,368
157: 709,802,742,671,731,791
564: 553,733,231,807,695
159: 585,691,764,120,800,809,487
160: 763,809,645,721,143
770: 745,724,645,805,566,763
162: 142,607,106,566,120,763
773: 565,383,722,239,544
467: 216,727,698,176,669,512
434: 416,347
494: 320
451: 416,378,324,405,365,430
665: 798,779,492,154,617,782,80,735
169: 762,373,204,774,149,314,811
170: 675,750,666,154,743,136,802
666: 170,750,136,802,808,791,210
672: 404,708,674
608: 795,71,444,397,686,88
625: 597,181,345,180,616,491,745,805
712: 478,450,401,425
176: 742,671,759,727,467,669
791: 731,741,210,666,157,136,802
674: 672,708,306
179: 614,143,655,199,198,654
180: 597,625,724,805,218,384
181: 625,616,491
445: 466,682,711
735: 475,738,694,80,665,154,617,743
669: 543,765,176,671,467,512
185: 790,336
707: 19,316,327,778,18,525
187: 750,152,205,353
559: 570,776,198,217,695,510,250,668
727: 216,467,627,585,176,759
733: 553,564,801,807,266,647
797: 300,726,263,276,309,796
486: 581,542,102,52,69,587
807: 733,564,695,266,250
724: 770,645,805,180,199,218
694: 735,99,738,772,692,80
436: 202,538,693,412,751
197: 216,698,487,614,721,217
198: 559,570,786,217,614,179,654
199: 655,218,724,645,143,179
801: 553,733,600,263,647,728
738: 735,99,694,705,709
202: 538,436,393,449,372,751
542: 581,118,486,102,780,756
204: 762,169,677,785,149
205: 774,149,353,131,187,152
553: 733,564,801,231,600,624
207: 722,808,210,747,565
796: 309,376,354,300,797
711: 682,359,371,445,757,357
210: 741,791,747,666,207,808
780: 100,713,756,37,102,542
739: 586,787,737,747,565,383,242
514: 16,54,788,351,322,444
747: 741,210,207,565,739,787
664: 450
216: 727,698,467,487,197,585
217: 559,198,698,197,614,510
218: 655,199,540,724,180,384
695: 510,559,564,807,250
799: 793,563,812,777
444: 795,608,514,54,351,397
222: 388,411,722,679,239
772: 98,692,66,626,80,694
631: 398,79,426
762: 373,169,204,702,677,148
534: 47,558,79,662,65
227: 765,789,731,741,622,787,476
442: 431,339,754,788,322
447: 394,259,382,328,377,358
585: 159,764,627,216,727,487
231: 553,564,543,789,624
743: 709,802,154,735,475,170
730: 757,702,357,349,605
804: 483,78,95,546,492
714: 365,390,324,803,344,668
682: 711,359,445,466,343
462: 305,279,460,341,366,410
778: 448,699,389,18,707,327
239: 544,255,222,411,722,773
800: 809,159
544: 239,255,773,350,382
242: 383,739,737,259,499
617: 665,154,735
745: 770,805,566,89,616,625
502: 744,458,431,339
497: 401
452: 432,334,76
587: 142,607,71,69,581,486
662: 546,65,79,534,696
250: 281,668,695,559,776,807
768: 677,785,605,748,769,113
459: 397,686,43,441,313,402
439: 347,341,321,390,430
721: 614,143,160,487,197
255: 239,544,411,399,644,350
763: 160,120,809,162,566,770,645
728: 647,533,276,801,263,766
741: 731,791,210,747,622,227,787
259: 447,394,382,383,242,499
644: 331,399,255,455,350
650: 320,725,596,810,346
749: 148,657,596,725,446
263: 726,797,600,801,728,276
754: 788,442,322
789: 543,765,227,476,624,231
266: 355,733,807,647,620
499: 732,583,242,737,394,259
268: 
693: 456,453,319,538,436
448: 699,778,417,418,18
581: 118,486,542,142,587,691
781: 740,638
466: 445,682
474: 319,419,380,461
275: 732,586,737,640,300,726
276: 728,263,797,309,291,766
787: 739,586,741,747,622,227,476
756: 100,780,118,542,771,784
279: 304,305,462,460,293,766,438
671: 176,742,157,731,765,669
281: 250
692: 772,66,100,99,694,784
702: 130,730,677,605,148,762
622: 741,227,787
565: 383,773,207,722,747,739
765: 543,669,789,227,671,731
438: 293,792,304,279,301,421
757: 730,357,711,359,446
450: 712,664,425
785: 677,768,483,113,204
291: 293,792,766,276,361,309
647: 533,728,733,801,266,620
293: 792,291,766,438,279
654: 356,803,179,655,570,786,198
512: 510,698,467,543,669
732: 499,583,275,354,737,300
675: 170,750,152,798,154
538: 202,436,453,693,393,681
455: 331,644,350
300: 726,797,732,275,354,796
301: 792,438
774: 149,205,169,388,811
563: 799
304: 305,279,438,410,421,423
305: 304,462,279
306: 708,395,674
640: 600,476,624,586,275,726
777: 799,688
309: 361,376,796,797,276,291
310: 421,423,311,740,638
311: 740,310
441: 351,318,313,397,459
313: 441,318,459,402
314: 337,338,437,373,169,811
315: 91,391,363,456,435,794
316: 707,19,327,367,385,806
317: 360,403,395
318: 441,313
319: 474,794,456,693,461
320: 650,494,408
321: 341,439,344,355,390,340
322: 351,442,457,754,514
323: 420,379,413
324: 356,803,440,365,714,451
325: 417,374
326: 414,385,420,415,413
327: 707,316,778,389,415,385
328: 350,447,382,377
329: 
330: 358,404,394,583,660,775
331: 644,336,455
332: 432,59,348
333: 3,409,375,370,23,22,422
334: 349,76,452,371,396,357
335: 91,391,387,352,58
336: 331,185
337: 314,338,657,373,790
338: 314,337,437,399
339: 457,502,442
340: 620,460,355,341,321
341: 347,439,321,340,462,366
342: 370,368,429,392,375
343: 408,682,359
344: 355,668,390,714,321
345: 597,625,491,453,435
346: 790,810,650
347: 341,439,434,366
348: 332,59,374,61,398
349: 334,76,769,730,357,605
350: 328,644,544,255,455
351: 441,322,514,444,397
352: 387,402,335
353: 205,750,187,388,679
354: 732,583,300,660,796
355: 344,266,340,620,321
356: 324,654,803,655,540,440
357: 757,730,371,349,334,711
358: 404,400,330,447,394,377
359: 682,711,757,446,343
360: 317,403,361,792,454
361: 309,376,792,291,360,403
362: 401,699,389
363: 419,391,315,794
364: 793,372,443,378
365: 390,714,430,324,451
366: 410,347,341,462
367: 414,385,316,806,21,49
368: 370,25,342,429,16,788
369: 429,458,392,406
370: 25,342,368,333,422
371: 396,334,711,357
372: 751,443,202,449,364
373: 762,169,148,657,314,337
374: 325,418,348
375: 409,333,413,379,342
376: 361,309,796,427,403
377: 328,447,358,400
378: 451,416,405,364
379: 406,323,392,375,413
380: 419,474
381: 
382: 447,259,544,383,328
383: 565,773,242,739,259,382
384: 393,681,767,597,180,540,218
385: 367,414,326,415,316,327
386: 
387: 402,352,43,58,424,335
388: 222,411,811,774,353,437
389: 362,699,778,327
390: 365,714,430,344,439,321
391: 91,315,335,363
392: 429,369,379,406,342
393: 384,681,767,202,538,449
394: 447,259,499,583,358,330
395: 708,306,427,775,317,403
396: 371,334
397: 686,459,441,351,608,444
398: 631,62,79,61,59,348,426
399: 644,338,437,411,255
400: 358,404,377
401: 497,362,712
402: 387,352,313,43,459
403: 360,317,427,361,376,395
404: 358,400,330,775,672,708
405: 440,449,451,378
406: 379,369,392
407: 420
408: 725,343,320
409: 3,333,375,413,2,414,22
410: 366,304,462
411: 222,388,437,399,239,255
412: 436,751
413: 409,375,323,379,326
414: 367,2,385,326,409,21
415: 420,327,385,326
416: 451,378,430,434
417: 325,448,425,418
418: 18,417,448,374
419: 363,474,794,380
420: 323,415,407,326
421: 310,423,438,304,638
422: 700,52,333,370,25,23
423: 310,421,304
424: 58,616,43,387,428,89
425: 699,712,450,417
426: 684,685,696,59,398,631,79
427: 660,775,376,395,403
428: 106,89,88,686,43,424
429: 369,458,392,342,368
430: 365,390,451,416,439
431: 442,502,458,788
432: 332,59,452,76,433
808: 207,722,679,666,210
809: 160,120,763,800,159
810: 790,346,596,650
811: 388,169,774,314,437
812: 793,799,688
