14621: 14738,13092,14873,13832,14222,14796
28593: 
13143: 13990,13089,15231,15332,13991,15246
14985: 15221,14218,14479,14610,14606
12849: 13270,13895
14615: 15676,13414,14122,14133
14328: 14138,14063,15103,14549,14636,12878
15299: 12938,13130,14826,13367,14243,15282
15380: 15008,15134,13571,12929,13609,14651,13890
15145: 14757,15225,14709,15342,13196,14397
13511: 14629,14252
13765: 13443,13025
14273: 28641,15229,14733,13012,13391,13448
15510: 15508,13478
14172: 15777
15340: 14952
13959: 14734,14564,12966,15300,15326,13862
14722: 12930,13402
15448: 14382,15297
13438: 14221,14766,13364,13934,13400,14198
14250: 14998
13724: 14229,12858,14100,14118,13261,12867
13533: 14057,14560,15780,15776,14298
12829: 15399,15760,14882,14431,13328,14214
12939: 15512
12855: 14777,14705,14641,15555,15514,14729
14343: 15268,13237,14013,14528,15386
13151: 13840
13942: 13935,13883,13282,14676,12896
15785: 15441,12957
13420: 13984,15597,15697,15425,12877,13569
13886: 12845,14461,14272
14390: 14418,13564,13763,13681,15016
14436: 
13061: 13250,13245
14824: 14727,12821,13968,13701,13169,14678
15666: 14909,12923,13482,15132
13488: 14552,13804,13850,13471
14556: 15482,15422,14773,14048
14112: 15013,13786,14340,13131,14045
13025: 13765,15543
13894: 13094,14454,15744,15529,13992,13157
13263: 14787,13207,14105,13964,13159,13461
12840: 13053,14900,13523,13813,15218,14710
14405: 14081
14881: 13917,13476,13493,14018
15804: 14809,13200
13753: 14572,13740,15615,13234,13184,13171
14598: 15576,15085,12909,14845,13085
15338: 13611
14998: 14250
14252: 15168,14037,13511
14488: 14537,13745,15779,13297,15756,14040
15372: 15270,14450,15503,13650,15770,14644
15484: 15802,13690,15810,13313
15779: 14488,13745,13320,15357,13297,15394
14108: 13519,13774
13302: 15156,15048,13204,14449,15181
15116: 14555,15404,15348,14014,13163,15741,12857
14833: 14473,12936,15363,14174
15737: 13789
15482: 14556,15150
12958: 15704,14021,14913
15178: 14176,14348,13369,13885
15254: 14734,14564,13484,15008,13571,14804
13948: 14628,14282,14051,14485,14750
14438: 15758,13954,13747,14795,15031,13273
14923: 14182,15557,14512,14511
15373: 
14809: 15804,13156,15052,13200
14802: 14021,14995,14758,13342
13070: 14865,14455
15519: 14559,14251,15209,14606,14980
15363: 12920,12824,14833,13669
15792: 14757,15225,14374,13416,13583
14683: 12822,13474
14079: 15315,13080,14448,14959,13296,13380
15791: 14317
14024: 13030,13489,13300
15721: 13877,13630,15598,14552
12911: 12993,15558,14470,15195
15760: 15399,13360,12829,13218,13655,14431
15698: 
14920: 14377,15794,13958,14404,14243,13130
14650: 15173,14619,13178,14704,14117,14798
15002: 15438,13900,14318,14996,14401,15442
15244: 14991,13404,15386,14769,14528,13368
14178: 
15730: 14847,14887,13468,14807,15504,13080
15150: 14613,15422,15213,15482
14893: 14009,14971,14194,15548,13536,13022
15332: 13058,14396,13991,15374,13089,13143
15296: 13326,15403,13365,13340,14148
13814: 14121,13706,14466
14323: 14437,14841,13032,15774,14718,15267
14369: 14827,13916,13503,14883,14209,14593
14361: 14762,13085,14646,14374,13583
15293: 13646,13272,15776,13827,15444,14075
13301: 14626,13543,14698
14921: 13002,14559,15209,15166,14730,14818
15092: 15377,14311,14224,13268,14162,15459
15201: 12830,15131,12833
13808: 14466,15307,15405,14032,14871
14929: 13257,13849,13847,15766,13666
14999: 14397,15738,12889,14757,14872
15024: 12906,12973,15249,13589,13081,14605
12932: 15611,14908,14900,13523,14891,13979
13297: 15394,13306,14488,15779,14040
15745: 15748,15361
14391: 12954,15433,14525,14963,15729
15688: 12927,13665,13883,13182,14744
13010: 14934,13325,13779,14355
14186: 
15403: 12978,13326,15296,13817,13365,13067,12967
14808: 13827,15444,13306,14040,13369,13885
13553: 
14742: 14460,15314,14399
14585: 14155,13396,12974,15221,14479
15343: 13914
13793: 13352,14451,13183,14445,15564
13952: 13951,14456,14216
13414: 14615,15676,13220,14988
13938: 14063,14547,15186,14587,15103,15805
13222: 
14594: 13956,14584
13281: 
15589: 13691,12977,14884,14589,14321
12994: 13332,13926
14666: 
12990: 15256
15427: 13607,14119,14234,14504
13181: 14261,13189,13406
13503: 14850,14781,15240,14827,14369,14593
15370: 14309,13869,13705,13411,13837
13646: 15293,13272,14558,13397,13306,15444
14828: 14705,14641,13658,12847,14715,14363
14489: 15376,14212,13596,15056,15011
13278: 13166,14452,12900,12892,13154,15015
13446: 14870,15701,15106,28622,28673
13267: 13244,14158,15315,14448,15424,13194
12936: 14833,15155,13241
14448: 14079,15315,14959,13323,13267,14158
14606: 14610,14078,14980,14985,15519
15139: 13430,14181,13394,13140
15061: 14249,12826,14654,13874,13836
15761: 14356,15411,13422
14898: 14852,15800,14836,15527,14785,14946,13674
14812: 15592,15787,14736,14706
14428: 
13873: 14167
14003: 13589,14857,14376,13081,15464,13093
13119: 
14949: 13336,13144,13211
15420: 15105
13833: 14966
14835: 15346,15230,12915,14986,13224
13248: 
14477: 13168
14532: 14984,14799
12965: 13778,13063,13852
15418: 
15253: 12870,15759,13444
15645: 14913,14179
13684: 15634,13717,13779,14924
15654: 14842,15096,15503,13736,13737,14644
14587: 15186,13806,15039,15686,14547,13938
12896: 12922,14676,13407,13942,13883,13866
15557: 15189,15212,13612,14512,14923
15506: 15100,14263,12977,13357,13305
15151: 13628,15409,15076,14955,14792,14569
13924: 28671,13657,28672,15356
14364: 14162,12860,15158,15375,14257,14669
15432: 13043,13110,15663,14433
13976: 14385
13286: 13739,15360,12983
13583: 13416,12989,14374,14361,14646,15792
13702: 13705,13459,14620,15808,15469,13707
13044: 
14912: 14269,15398,15535,15633,14023,15072
14351: 15047,13190,15276
14642: 14232,14653
14684: 14101,13993
14179: 15567,15645,14085
15238: 12831,12868,13124,13903,14416,13466
15434: 14533
15071: 
13124: 15238,12831,14416,13723,15491,14782
14543: 13336,13921,12907,14244
13839: 14199
15608: 13860,14774,13638,15200,15695,15065
13299: 12825,15393,15781
14214: 15312,15565,13328,12829,14882,14052
14322: 13269,15466,14316,13731,15673
15261: 
12814: 14768,13214,14439,15280,15004
14027: 15447,14876,14110,13909,12964,15371
14338: 14275,13319,14794,13772,14851,13491
14601: 15281,15191,15606,13778
15573: 12998,14068,14915,14380,13288
13398: 13803,15185,15376
14559: 13002,14921,15202,15519,15209,14980
15579: 14331,15611,14908,12893,15000
12838: 
14751: 14066,15317,13871,14658
13957: 
14861: 15430,14457,14694,13601,15041,28667
13708: 13770,15313,15170,15388,15235,15620
14926: 13668,14105,15614,15352,14520,13207
13230: 14500,14005,13848,15416,15581
13930: 13477
15530: 15133,15653,12819,13348,14915,15401
15590: 13321
13496: 15774,13024,12853,15516,13133,14714
13794: 13720
14496: 15712,14249,13920,13091,13727
14134: 13700
13928: 15100,14426,15789,14638,14263
15669: 12842,28661,14329,13390,15533,14442
15801: 13036,14690
15662: 15650,13651
13781: 13316,15748
12826: 15061,13836,14820,15612
14939: 13055,13123,13174,28665
12919: 15078,15452,15488,15023,13520
14535: 14115,13673,12980,14724,14509
13240: 15288,14345,13633,13558,15746,13314
15390: 13809,15063,13339,13623
13266: 13499,15310,13600,13783
15472: 15324
13361: 13713,14990,13246,15618
14798: 14818,14117,12986,14704,15649,14650
13841: 13809,12928
15538: 
14990: 14577,13246,13361,15618,15301
14063: 14554,14138,14328,13938,15186,15103
14580: 14950,12874,14558,14862,13083
14226: 15747,15096,15503,14531,13911,13650
13690: 15802,15484,15197,13313,14125
14624: 15595,13483
13732: 13800,14241
13994: 13413,13117,15606,15191
13936: 13647,13760,15753,13191,14748
15755: 15037
13899: 14057,14560,13939,15049,12917
13096: 
15731: 12842,28661,13744,13931,15489,15218
15246: 13629,14673,13991,15231,13143,15505
14429: 15509,13423,14994,13352,14451,14111
13085: 14361,14762,15576,14598,14845
12979: 14377,15794,14009,14971,14609,14953
14301: 14927,15080,15309,14756,13623,13822
13463: 14038,13588,14096,12913
13442: 13121,14719,13480,15596,14074,14739
14844: 15005
13421: 13785,14849
13212: 13597,15120,13513,12963
14354: 15522,14907,15143,14371,13078
14696: 15440,14629,15650
13213: 15521,15583,12914,12851,13701,13949
14944: 14768,13214,14579,14061,13820
13147: 13625,15717,15069,14281,13107,14850
14706: 15603,15462,14736,14812,15787,13026
15562: 14716,15725,28559,12952,15118,12946
15309: 14301,15080,15063,14769,13368,13623
14877: 14801,14357,13256,13115,14070,13374
12931: 15016,13564,28589,14875,13378
15051: 13142,14415
13848: 13230,14500,13415
15050: 14936,13018
15115: 12916,15010,14137,13456
13544: 15594,14784
13743: 14366
15406: 13738,13997,15642,12819,13719,15401
12886: 15162,15772,13114,13574
14350: 15057,13127,13879,14724,15345
15750: 12929,13609,13104,13909,13066,15371
15278: 13946,13177,13435,13585,13432,12866
