957: 985,1032,1005,1060,1017,449
992: 923,984,340
396: 433,357,877,371
343: 408,371,983
913: 914,881,1057,314,499,239
1063: 1004,1027,1037,614,909,1031
1054: 1051,938,79,804,329
360: 907,354,376,1021,454
966: 1036
357: 396,371
618: 975
933: 581,486,1020,333,861,985
408: 346,445,343,349,359
1037: 1004,1063,909,999,1031,1042,1012
805: 363,387,1016,941,948
1028: 326,117,1064,413,1066,1056,585
1009: 
985: 957,1005,933,1020,861,1060
411: 881,437,399,928,157,832
984: 797,340,992,460,421
860: 886,79,804
950: 
875: 
1050: 402,381,424,1032,1005,1033
461: 319,324,440,378,885
1045: 793,799
1060: 861,614,961,985,957,1027,1017
457: 853,54,988
417: 327,895,418,448,389
877: 371,349,892,396,842,373
426: 348,332,334,1029
932: 
449: 1017,911,957,1032,384,393
686: 1018
389: 425,401,327,417,323
366: 410,263,462,434,365,451
336: 320,644,338,1067
371: 877,349,396,357,343
909: 1031,422,409,614,1063,1037
969: 973,982,964,668,999,972
929: 322,988,368
362: 406,413,1066,401,415,385
1044: 437,399,388,353,1058,1024
1021: 1023,454,907,360,341,797
393: 453,380,384,721,911,449
1005: 985,957,1032,1020,424,1050
793: 1045
410: 366,263,341,438,451,340
916: 893,499,239,350,1019,383
902: 998,905,512,355,227,990
50: 422,1046,342,375,333
841: 324,857,982,668,846,803
983: 343
1064: 385,316,1066,1056,1028
54: 457,322,988
999: 1031,979,827,1037,972,969,1042
1001: 1003,1025,712
341: 410,263,907,1021,797,340
982: 973,969,1042,668,841,857,1012
406: 413,362,379,415,1046,342
803: 416,365,885,324,841,846
368: 442,994,929,322,988,927
62: 386
1029: 334,962,204,1022,348,426
960: 
349: 877,371,373,446,408,359
354: 907,360,300,430,376
1003: 1001,712
775: 944
400: 624,395,427,330,358,377
435: 1055,363
345: 1016,456
979: 999,1031,379,409,326,827
895: 327,417,418,1051,79,367
446: 373,1058,1024,349,848,359,1068
347: 439,430,390,964,462,434
421: 460,1023,797,984,974
951: 928,414,176,157,1026,998
948: 419,805,1016
79: 1051,1054,804,895,886,860,367
1011: 774,1000,842,1022,398,921
1056: 176,585,316,1064,414,1028
432: 332
425: 389,401,448,407,369
893: 916,499,330,565,383,394
973: 982,969,668
886: 205,860,353,79,804,367,1049
361: 1023,454,1062,974
88: 424,608,428,402,352
350: 644,811,916,239,328,1019
395: 624,403,400,300,376,377
359: 848,337,349,446,346,408
363: 805,387,1055,435
458: 339,431,442,420,429
798: 928,353,935,1049,437
911: 1017,721,874,449,393,405
1032: 957,1005,1050,384,1033,449
420: 415,369,458,429,342
1051: 1054,79,374,895,418
429: 375,458,431,420,342
1059: 935,367,1049,327,323,316
405: 440,372,721,911,874,356
382: 328,1019
1019: 383,350,916,328,382
874: 1017,911,1004,1027,356,405
440: 372,405,324,857,356,461
364: 438,451,416
624: 395,403,400,990,355,427
388: 205,353,774,1000,1058,1044
1058: 373,446,1024,1000,388,1044
614: 861,1060,422,909,1063,1027
453: 380,393,763,384,941,456
344: 981,972,390,321,905,1047
424: 88,1020,402,1050,1005
974: 291,423,1023,361,421
355: 902,905,990,321,624,403
379: 406,413,1046,409,326,979
117: 1028,326,585,1047,981
865: 
994: 431,368,392,927,370
120: 1035
443: 319,416,885
