957: 985,910,1020,1017,961,967
992: 952,984,923,421,460
396: 452,433,357
919: 445,960
913: 399,987,437,848,314,239
912: 
1013: 910,980,763,967,721,449
360: 907,1021,354,376,797,454
966: 778
357: 371,396
618: 975
933: 809,861,985,333,581,486
408: 337,993,343,983,320,346
1015: 88,608,120,920,424,1005
805: 745,948,625,363,435
605: 349,993,343
1009: 845,922,447
985: 809,861,614,933,957,1020,961
411: 353,388,928,399,437,832
984: 992,952,728,974,797,421
860: 367,886,79,895,205,804
950: 817,995,730,185
875: 878
986: 974,309,454,942,291,361
461: 443,372,364,378,319,412
910: 1007,980,1013,1005,1020,957,967
980: 910,1013,1005,424,882,763
457: 54,988,397,853,441
417: 448,425,450,418,389
877: 373,446,1000,892,842
426: 934,334,432,332,858
932: 946,975,315
449: 384,393,1013,763,721
686: 313,428,897,459,444,1018
389: 327,417,323,401
366: 416,451,434
946: 932,878,975
371: 357,349,892
909: 422,991,1006,614,1012,999
969: 1012,900,982,999,972,973,964
929: 442,368,852,322,54
362: 323,401,413,406,415,385
934: 426,334,768,452
991: 909,861,614
393: 384,453,449,436,378
1005: 1007,910,980,1020,120,1015,424
793: 799
410: 462,341,434,340
916: 239,499,1019,987,350
902: 998,227,905,512,355,990
50: 342,375,333,379,422,409
841: 973,846,982,857,324,803
983: 445,320,408,343
995: 817,950,445,320,960,730
54: 988,457,322,853,929
999: 1012,969,979,909,1006,827,972
1001: 1003,996,712
869: 345,456,1016,384,453
982: 1012,969,1004,857,973,841
406: 413,379,415,420,362,342
803: 324,885,846,841,365,416
368: 442,929,988,431,927,994
62: 325
989: 625,381,335
960: 919,445,817,995
349: 605,371,446,993
354: 403,376,907,300,360
1003: 1001,996,712
775: 944
400: 403,395,330,427,358
435: 363,315,805
345: 869,456,948,419
979: 326,117,1006,409,827,999
895: 327,418,374,79,367,860
446: 373,877,349,848,359
347: 365,434,390,430,462
421: 974,992,984,291
951: 176,705,901,154,626,585
948: 805,745,1016,363,345
79: 374,938,895,804,398,860
1011: 804,398,774,842,921,1022,1000
626: 154,870,414,117,951,585
432: 386,426,332
425: 417,448,407
893: 914,565,330,383,499,394
997: 802,847,832,157,928
886: 935,367,860,205,976,798
361: 291,977,986,942
88: 608,1015,424,428,402,352
350: 644,811,239,916,1019,328,455
395: 400,376,358,377
359: 848,314,446,337,993
363: 794,435,805,948,419
458: 431,429,442,420,339
798: 976,935,886,154,901
911: 967,721,1017,874,356,405
915: 
420: 429,458,406,415,342
952: 992,984,341,340,923
429: 431,458,420,370,342,375
963: 128
405: 372,440,436,356,721,911
382: 773,455,328,447
491: 625,381
874: 1004,1017,857,961,356,911
440: 405,372,364,356,324,885
364: 372,440,885,451,443,461
624: 427,355,990,737,403
388: 353,411,774,373,1000,437
737: 321,439,624,355,403,300
614: 861,985,909,991,1012,1004,961
453: 384,393,869,456,380
920: 608,120,1015,918,581,162
424: 88,1015,402,980,1005,882
1010: 444,1018,397,318,351
355: 624,990,902,905,321,737
379: 413,406,342,50,326,409
117: 326,979,870,626,585,827
865: 996
994: 392,927,370,368,431
120: 920,1015,581,809,1005,1020
443: 461,364,451
454: 986,376,360,317,942
460: 992,923
990: 624,787,427,355,1008,902,227,565
409: 422,1006,379,50,326,979
433: 452,396,768,204,892
1018: 1010,444,897,686
128: 963
918: 444,392,351,162,608,920
809: 985,933,581,120,1020
404: 394,773,922,447
811: 644,350,338,314,239
437: 399,913,373,388,411,848
794: 363,419
901: 705,951,154,675,157,798
967: 721,911,957,910,1013,1017
367: 935,886,860,327,895,316
862: 973,846,668,964,344,981
944: 775
381: 491,989,625,391,335,315
668: 862,846,344,390,365
977: 291,361,423
846: 973,862,668,841,803,365
1016: 745,948,941,384,869
802: 847,1008,832,997,881,914
380: 378,319,453
827: 695,585,972,979,117,999
848: 314,359,373,446,913,437
981: 905,344,512,695,972,862,964
705: 176,951,901,157,847,998,1014
413: 406,379,362,870,385,326
412: 319,461
1014: 998,705,847
154: 626,414,935,798,951,901
456: 869,345,453
