795: 54,351,700,444,608,71
826: 98,154,813,626,873,117,901
396: 445,357,371
813: 826,873,901
913: 399,437,811,239,350
912: 311
722: 499,747
759: 627,856,705,789,512
868: 793
766: 293,291,276,728,340,460
618: 
596: 650,749,790,817,346
408: 343,896,730,320
888: 645,540,356,721,763,179
805: 345,180,869,625,745,199,106
605: 359,896,446,357,349
840: 905,564,902,867,903,355
487: 809,861,909,911,614,900
411: 399,437,388,353,679,832
19: 895,418,374,62,558,806
860: 367,806,64,79,558,65
21: 870,414,367,64,98,626
875: 91,878
23: 379,413,326,409,37,375
461: 436,319
910: 160,120,721,162,882,763
856: 176,759,627,834,873,585,904,705
457: 318
417: 450,448,707,374,418
877: 762,169,204,373,892,446
426: 433,685,332,329,851,348
880: 370,342,392,368,54,700
449: 384,393,405,681,372
686: 897,444,402,459,424,428
389: 707,778,415,525,418,327
638: 
685: 433,426,348,398,833,858
37: 409,50,23
909: 487,861,827,904,176,900
558: 79,398,62,19,860,806
806: 860,367,895,19,316,558
771: 827,117,409,50,66,422
828: 185,346,876,908,336
906: 199,106,882,763,645
393: 449,869,453,681,456
698: 614,900,559,898,176,627,695
793: 799,868
410: 462,341,340,366
660: 317
902: 231,564,227,905,624,840
50: 409,37,333,375,422,771
841: 874,857,614,898,862,846
52: 333,587,375,370,700,71
679: 675,819,353,411,832,881
54: 795,351,700,853,368,880
492: 798,886,65,804,546,205
627: 176,759,856,698,512,695
869: 345,180,805,199,384,393
58: 315,381,391,91,335,491
406: 379,413,362,458,342
803: 846,885,668,862,390,365
903: 867,840
62: 374,19,348,398,558
790: 908,749,596,346
64: 860,367,21,886,65,98
65: 492,886,79,860,64,546
66: 409,870,626,117,771
867: 903,250,668,840,344,355
775: 672
400: 404,330,427,358,395
435: 453,491,625,315,345
71: 608,142,795,700,52,587
814: 905,624,801,600,300,907
895: 19,525,418,316,327,806
446: 605,359,892,877,373
645: 218,540,888,199,906,763,384
421: 293,438
792: 293,291,361,423
78: 483,804,546,858,768,204,774,842
79: 398,558,860,546,65
891: 383,399,832,747,239,773
626: 98,826,870,21,66,117
432: 851,452,334,329
425: 448,707,778
893: 383,499,565,394,330
864: 851,452,433,349,371,769,866
886: 798,492,65,64,98,154
546: 804,78,858,79,492,65
88: 608,142,89,428,162,882
89: 424,428,88,745,106,882
395: 360,403,400,358,317
91: 391,875,878,58,381
600: 737,275,814,624,732,300
458: 429,392,406,342
798: 492,886,154,675,205,884
911: 120,721,809,487,874
915: 712,865
420: 369,407,362
98: 154,826,626,64,21,886
429: 392,431,369,458
863: 829,502
405: 540,384,449,364,440,372
382: 447,845,259,455,328
491: 335,387,625,58,315,435
874: 841,857,179,721,911,614
440: 364,451,540,356,405,324
106: 199,906,882,89,745,805
624: 814,905,227,902,737,600
388: 774,842,169,353,411,437
737: 565,275,600,787,227,624,732
614: 900,698,559,898,487,841,874
453: 435,345,393,456
