957: 1032,1005,961,985,449,1017
992: 923,984,340,460
396: 371,433,357
343: 349,371,357,408
913: 881,1057,848,314,239,499
912: 
1054: 1051,79,938,804,860
360: 1023,1021,376,907,354,454
966: 1036,778
357: 396,343,983
618: 975
933: 581,486,333,1020,861,985
408: 993,346,343,983,445
1037: 1004,1027,1012,614,1031,909
805: 745,948,387,1055,941,1016
1028: 326,117,1056,413,585
1009: 1043
985: 961,861,933,1020,957,1005
411: 928,437,399,832,157
984: 341,340,797,992,421
860: 205,804,79,1054,367,886
950: 817,730,185
875: 932
1050: 1032,1005,424,402,1033
461: 443,440,885
1045: 793,799
980: 1033
457: 397,853,54,988
417: 895,450,448,389
877: 373,446,892,842,349,371
426: 1040,348,332,432,334,1029
932: 875,1038,315
449: 967,911,1017,957,1032,384,393
686: 897,1018,313
389: 323,401,425,448,417
366: 462,410,365,438,451
946: 
371: 349,396,343,892,877
909: 1031,422,409,614,1037
969: 973,982,1042,999,972,964
929: 54,1052,322,988,442
362: 406,413,323,401,415,385
1044: 437,1058,388
1021: 1023,360,797,907,263,341
393: 453,380,384,721,911,449
1005: 1050,957,1032,1020,424,985
793: 1045
410: 462,263,366,438,341,340
916: 893,383,239,499,350,1019
902: 998,905,512,227,990,355
50: 422,1046,342,375,333
841: 324,857,973,982,846,803
983: 357,408
995: 
54: 929,322,988,457
999: 1042,1031,979,827,972,969
1001: 1003,996,1025,712
341: 984,340,410,263,1021,797
982: 973,969,1042,1012,841,857
406: 413,379,362,415,342,1046
803: 416,885,365,324,841,846
368: 431,442,988,927,994
62: 386
1029: 334,962,1040,348,426,204,1022
960: 817
349: 371,343,877,446,993,359
354: 907,300,395,376,360
1003: 1001,996,712
775: 944,1043
400: 624,427,358,395,377
435: 625,315,1055,363
345: 1016,456,948,419
979: 999,1031,379,409,326,827
895: 1041,417,450,79,418,367
446: 373,877,1024,349,848,359
347: 439,390,668,434,430
421: 797,984,291,974
951: 176,585,935,414,154,1026
948: 805,1016,345,419
79: 1051,1054,418,1041,895,860,367
1011: 921,1022,842,1000,398,774
626: 585,414,1056
432: 332,426
425: 401,389,448,407,369
893: 916,383,499,914,330,565
973: 982,969,964,841,668,846
886: 367,1049,798,205,860,353
361: 942,454,974
88: 120,424,608,428,402,352
350: 644,811,916,239,328,1019
395: 377,376,624,403,400,354
359: 848,314,337,349,446,993
363: 435,1055
458: 431,442,339,369,420,429
798: 935,886,1049,353,154,1026,928
911: 967,721,449,1017,405,874,393
1032: 1050,957,1005,1033,384,449
420: 415,369,458,342,429
1051: 79,938,329,1054,418
429: 375,431,458,420,370
963: 128
405: 721,911,874,356,440,372
382: 328,447
1019: 455,350,916,383,328
874: 1004,1027,911,1017,405,356
440: 372,405,324,356,461
364: 416,443,451
624: 990,355,403,400,427,395
388: 205,774,1000,353,1044
737: 439,403
614: 961,861,422,909,1027,1037
453: 393,380,941,384,1016,456
344: 1047,972,964,981,905,321,390
424: 88,1020,120,402,1050,1005
974: 291,1023,797,361,421
355: 624,990,403,902,905,321
379: 406,413,409,1046,326,979
117: 981,326,827,1028,585,695
865: 996
994: 392,927,162,431,368,370
120: 88,1020,424,1035,608,581
443: 319,461,364
454: 317,1023,360,361
460: 992
990: 624,355,1008,227,902,427,1039
409: 422,1046,379,1031,909,979
433: 204,452,892,921,396
1018: 318,686,444
128: 963,1048
1041: 895,79,367
1040: 426,1029
404: 773,377
811: 644,350,314,337,338,239
437: 353,1044,928,411,399
794: 419
1034: 
967: 911,449,1017
367: 886,1049,1059,79,1041,895,327,860
1053: 977
944: 775,942
381: 335,352,391,625
668: 846,434,964,973,347,390
977: 291,423,1053
846: 668,434,973,841,803,365
1016: 345,456,941,805,948,453
1043: 775,1009
380: 453,393,721,456,436
827: 981,326,117,999,979,972
848: 314,359,446,1024,913,1057
981: 827,117,695,1047,344,972
705: 176,1026,998
413: 406,379,362,385,1056,326,1028
412: 378,319
1031: 1042,999,909,979,409,1037,1012
154: 1026,935,798,951
456: 1016,345,453,380
387: 805,745,1055,335,625,763,941
157: 847,832,227,1026,411,998
1026: 154,928,798,176,705,951,157,998
385: 414,316,1056,323,413,362
996: 1001,1003,1025,865
907: 300,430,354,263,1021,360
162: 392,994,1035,581,486,370
773: 394,404,455,447
372: 440,721,405,378,436
434: 668,846,347,365,462
494: 
451: 438,416,364,365,366
1008: 914,832,227,565,1039,990
356: 324,857,1004,874,405,440
365: 416,803,846,434,366,451
842: 1011,921,1000,892,373,877
1022: 1011,921,398,1029,348,204
608: 444,1035,428,88,120
625: 435,335,381,387,1055
712: 1001,1003
176: 705,951,585,695,1026,998,512
383: 893,916,330,455,1019,394
921: 1011,1022,842,204,433,892
348: 332,426,1029,938,1022,398
346: 993,408,337,445,338,320
431: 442,368,458,994,429,370
445: 408,346,320
370: 486,431,994,162,429,375
402: 335,352,88,424,1050,1033
185: 730,950
1000: 1011,842,774,388,373
