795: 71,608,69,444,54,700
511: 653,2,50
2: 21,50,414,409,653,511,22
813: 735,475,738,772,80,665,154,743
744: 502
815: 625,345,805,180,597
722: 207,679,808,222,773
759: 176,742,705,627,117
566: 770,106
766: 293,291,533,728,276,460,279
618: 
596: 817,725,749,657,650
699: 448,425,401,778
726: 300,263,797,600,814,275
805: 745,770,724,815,625,180
605: 677,768,769,730,702,349
16: 788,514,54,25
487: 216,197,585,159,809,721
18: 418,525,448,778,707
19: 47,806,525,707,316,62
592: 21,50,49,64,626,66
21: 592,2,50,367,414,49
22: 23,653,409,375,333,2
23: 653,37,22,333,422
461: 693,474,319,436
25: 370,368,16,54,700
653: 23,37,511,22,2,50,713
457: 441,322,318
725: 408,749,320,650,596
543: 765,669,789,512,231
475: 813,738,743
586: 739,787,737,640,600,476,275
449: 405,393,767,202,372
686: 397,43,459,608,428
740: 638
638: 781,421,740,818
685: 95,696,748,426,113
37: 23,653,102,713,780
696: 95,685,398,631,79,426,662
558: 534,47,49,806,662,65,64
806: 47,558,49,19,316,367
771: 627,117,784,756,118,764
782: 98,492
43: 686,459,387,402,428,424
709: 157,743,802,738,705,742
698: 216,467,197,510,512,217
793: 799,443,812
47: 534,558,806,19,62,79,662
660: 427,354,330,404,775
49: 558,806,21,592,367,64
50: 21,592,2,653,511,66,713
742: 176,671,759,705,157,709
52: 700,102,422,69,486
679: 722,808,353,750,222,388
54: 16,514,25,700,795,444
492: 80,665,782,546,804
627: 117,771,585,764,759
510: 695,512,698,559,217
58: 616,491,424,387,91,335
59: 348,332,432,398,433,426
803: 324,654,356,570,668,714
61: 398,62,374,418,525,348
62: 398,79,61,525,47,19
790: 185,817,657,337,338
64: 65,98,558,49,592,626
65: 662,546,98,64,558
66: 626,692,592,50,100,713
816: 688,812
775: 708,395,404,427,660
69: 795,71,700,52,486,587
435: 456,453,491,91,315,345
71: 795,608,69,587,88
814: 600,624,553,726,263,801
677: 785,768,605,702,762,204
446: 749,148,359,730
645: 770,724,160,763,143,199
76: 452,433,769
792: 293,291,361,360,301,454,438
78: 131,483,804,798,205
79: 398,631,62,534,47,696,662
80: 492,665,98,772,735,813
626: 772,66,692,592,98,64
432: 329,332,59,452,433
784: 117,771,692,100,756,694
655: 199,540,218,179,654,356
476: 640,600,624,789,227,586,787
818: 311,421,310,638
546: 662,65,95,804,492
88: 607,71,608,106,428
89: 106,428,616,424,745
616: 58,491,424,89,745,625
91: 391,315,335,58,491,435
600: 640,476,624,814,586,275,726
458: 429,369,431
798: 665,78,205,675,152,154
95: 685,696,662,546,483,804,113
