957: 985,1032,1005,449,1060,1017
992: 923,438,984,340
396: 877,371,433,357
343: 408,445,371
913: 881,1057,314,499,239,914
1063: 1004,1027,1037,614,1031,909
1054: 1051,804,79,329,332,938
360: 907,354,376,1021,454
966: 1036
357: 371,396
618: 975
933: 581,486,1020,861,333,985
408: 346,445,343,349,446,359
1037: 1004,1063,999,1031,982,1042,1012
805: 363,387,948,941,1071,419
1028: 1070,585,1064,1066,117,413
329: 386,332,374,1051,1054
985: 957,1005,933,1020,861,1060
411: 881,437,399,928,157,832
984: 797,340,992,460
1071: 941,763,387,805,453,456
950: 
875: 
1050: 381,402,1032,1005,1033
461: 440,372,378,319,324
1045: 793,799
1060: 614,861,985,957,1027,1017
457: 54,988
417: 327,418,450,389,448
877: 371,349,396,892,842,373
426: 432,334,348
932: 
449: 957,1032,384,1017,911,393
686: 1018
389: 425,448,327,417,323
366: 410,263,462,365,451
336: 320,338,331,1067
371: 877,349,396,357,343
909: 1031,409,422,614,1063
969: 668,982,964,827,999,972
332: 386,329,432,938,1054
362: 406,415,401,1066,413
1044: 437,353,399,388,1058,1024
1021: 1023,454,907,360,797,341
393: 453,380,449,384,721,911
1005: 985,957,1032,424,1050
793: 1045
410: 366,263,451,340,341,438
916: 499,350
902: 512,905,355,227,998,990
50: 422,1046,342,375,429,333
841: 1012,857,668,982,846
983: 
1064: 385,1066,316,1056,1070,1028
54: 322,457
999: 827,1031,979,1037,982,969,1042
1001: 1003,1025,712
341: 797,340,907,410,263,1021
982: 668,969,1042,999,1037,1012,841
406: 362,415,1046,342,379
803: 846,365,885,443,324,416
368: 442,994,988,322,927
62: 386
1029: 962,334,921,1022,348
960: 
349: 877,371,373,446,408
354: 907,360,376,300,430,462,263
1003: 1001,712
775: 944
400: 624,395,427,330,358
435: 315,1055,363
345: 1016,412
979: 827,999,1031,409,326,379
895: 327,418,1051,79,367
446: 373,1024,349,408,1068,359
347: 434,462,390,964,430
421: 423,974,1023,797,460
951: 928,414,176,1056,157,998
948: 794,363,805,419
79: 1051,1054,804,895,1069,367
1011: 774,1000,1022,398,1072,842
1056: 176,1070,316,1064,951,414
432: 426,386,332
425: 389,448,407,369,401
893: 499,330,565,383,394
328: 1067,644,350,1019
886: 205,388,1069,1049,353
361: 317,1023,454,974
88: 424,1035,608,352,402
350: 644,811,916,239,328,1019
395: 624,403,400,300,377,376
359: 848,1068,337,446,346,408
363: 1055,387,805,435,948
458: 429,431,442,420,339
798: 928,414,935,1049,437,353
911: 1017,721,874,449,393,405
1032: 957,1005,449,1050,384,1033
420: 369,339,429,458,415,342
1051: 1054,79,329,374,895,418
429: 375,458,431,420,50,342
1059: 935,367,1049,316,327,323
405: 440,372,721,911,874,356
382: 1019
1019: 382,383,350,328
874: 1017,911,1004,1027,356,405
440: 372,461,405,857,356,324
364: 451,416
624: 395,403,400,355,427,990
388: 205,886,774,1058,1044,353
1058: 373,1024,1000,388,1044
614: 861,1060,422,909,1063,1027
453: 380,393,456,763,384,1071
