9266: 9877,9280,9718,9348,9602,9523
9886: 9836,8336,9694,9702,9832
6467: 6371
3: 23,87
9378: 9456,9545,9277,9237,9292,9640
5: 
4797: 4697
6185: 6283,6282
8579: 9127,8995,8513,8296,8770,8710
6450: 6163,6260,6541,6357,6448
10: 9851,31,60
8276: 8422,8046,8044,7965,8199,8624
8460: 7759,7679,8387,8005,9735,8597
10012: 9714,9880,10031,10009
7073: 6982,6983,7164
9562: 5338,9429,5327,5129,9249
16: 9850,141
6262: 6165,6264,6164,6163,6359,6358
18: 
3625: 3624,3925,3425,3727,3826
8158: 7668,7918,7996,8727,9260,8234
10011: 3641,9932,10036,3347,3643,9891
22: 23,50
23: 3,22
5930: 5332,5931,5928,6128
9962: 9663,9879,9946,10026,1362
5277: 5278,5177
27: 56
5688: 
6147: 5956,6244,6437,6052,6148
30: 31,60
31: 30,10,9851,60
7801: 7877,7876,7962,7954,7719,7548,8042
33: 62,133
34: 135
7009: 6916,7008,7103,7010,7456,7014
9294: 9523,9703,10025,9454,9503,9480
3904: 3903,4004,3803
4306: 4305,4307
39: 40
40: 39
6085: 6084
42: 68,9732
7085: 6628,9964,6246,9817,9776
7319: 7581,7231,7494,7318
9265: 9305,6139,5453,6140,6336,9306
46: 81
8878: 8499,8636,8820,8984,8983,8701
6884: 7160,6886,7070
7345: 7431,7344,7080
50: 22
4010: 4216
3665: 3664,3666,3765,3764
7890: 7973,8497,7558,7557,8352,8560
9645: 9709,9335,9717,9813,1820
8540: 8338,8479
56: 27
57: 91
8960: 8619,8861,8743,9017
9001: 9091,9092,9170,9049
60: 30,31,10
9945: 77,9826
62: 33,133,134,135
9914: 10016,9906,9341,9685,9896,9847
64: 275
9943: 9638,9435,9920,9529,9650,9647
66: 386,387,334,446
8150: 7911,7992,7909,8225,8227
68: 9732,42,9850
9855: 6712
6593: 7252,7066,6303,6398
5893: 5793
5611: 5710
73: 336,283
8144: 7742,7741,8065,8066,8219,8221,8143
8175: 9842,9683,8097
4677: 
77: 9826,9945,115
7178: 
3789: 
6658: 
81: 46
9398: 9244,9476,9810,9463,9659,9325
9765: 9677,1494
4637: 4838,4839,4638
8120: 8042,8121,8616,9625,7962,8119
6244: 6147,5956,6437,6242,6436,6337
87: 3
7207: 7118,7117
6403: 6209,6307,6207,6974,6405
4949: 5051,4950,5150,4845,4852,4849
91: 57
9922: 9897,9814,9876,9955,9921
93: 133,175
9617: 8453,9448,9334,8455,9938
4480: 4580,4481
9880: 9977,10031,9517,7434,10009,10012
3897: 3997,3898,3998
9787: 9854,9438,9892,9634,9800,9691
99: 275,438,499
100: 181,980,1623,2333,2428
9738: 9835,9754,9846
7979: 8061,8363,8058,7818,8138,8213
4459: 4462,4559,4458,4259,4463
5490: 5390
6100: 6003
7162: 6979,9684,6978,7161
8587: 8776,8716,8891,8779,8655
9918: 9758,9663,9879,9528,9414,9295
9788: 9321,10002,9940
4393: 4293,4292,4493,4494
6703: 9847,9908,6607
7902: 7903,7821,7737,7901,8291,8292
5400: 5300,5299
6576: 6480,6575,6671,6672
115: 77,116
116: 115
4720: 4823,4719,4616,4621,4725,4730
118: 307,309
4565: 4463,4665,4566,4667
8792: 9544,8457,9359,8729,8596
121: 168,127
9609: 9579,9572
4427: 9269,4331,4320,4322,4526,9392
5422: 5224,5322,5520,5621,5424
9878: 9255,9500,9972,9925
126: 167
127: 9547,121,168
8478: 8475,8677,8614
9964: 9872,9873,6248,6246,9776,7085
6437: 6147,6244,6337,9872,6148,6248
131: 220,323
6021: 6118,5920,6022,5722,5724,6219
133: 93,33,62,134,175
134: 176,175,133,62,135
135: 34,62,134
5211: 5110,5312
4343: 9442,4139,9256,4045,4146,4240
9467: 9477,9290,8208,7560,9478,8357
9974: 9837,9869,9487
8946: 9091,9092,8947,8999
141: 16
7181: 9603,9301
9572: 9630,9327,9986,9579,9609
5720: 5620,5621,5722,5818,5819,5920
6461: 6556,6462
146: 234
147: 
7837: 8386,8526,8236,7756,7587,7836
149: 
150: 
6462: 6461
9407: 9019,9661,8866,8919,9438,9892
8882: 8705,8938,8991,8824,9037,8989
4660: 4658,4661,5062,4865,4664,4964
155: 10037,9803,156,157,9496,251
156: 417,157,155,811,251
157: 156,541,9446,155,9803
9644: 9341,9896,6038,9911
159: 
8463: 8168,8318,8603,8667
6712: 9855,6617
9957: 3335,3434,9990,9713,10041,10038
163: 208
7850: 7769,7936,7767,7601
6003: 5904,6004,6100
4529: 9633,9392,4526,4525,4630
167: 126
168: 121,127
6248: 6439,6148,6246,6437,9964,9872
7934: 7935,8015,7771
9485: 9759,9585,9796,9697
9324: 9566,9431,9527,9464,9473,9428
6007: 6105
8521: 8450,8654,8230,8378,8589,8451
175: 176,134,93,133
176: 134,175,323
9413: 8262,9376,9484,9733,9312,9426
9843: 9586,9956,9856,9934,9770,9281
9523: 9703,9294,9266,9348,9454,9602
7217: 7127,7128,7393
181: 2151,100,9502,9403,980
5084: 5185
8018: 7855,7937
6068: 5970,6067,6165
185: 228
9581: 9492,9881,9653,8681,8685
187: 283,285
9259: 9366,9553,834,1295,9430
5453: 5251,5253,6140,9306,5353,9265
9027: 8495,8627,9157,9112,9976
9367: 9311,9539,9578,6144,9490
8799: 8481,8679,8480
9299: 9636,9639,7252,7066,9274,9253
7007: 6916,7008,7095,9550,7532,7098
9433: 1133,1057,9506,9330,9502,9313
8380: 8307,8383,8382,8451,8452,8453
5724: 5722,5922,5426,6021,6219
4579: 4580
6067: 5970,6068,6162,6165,6164
9232: 9987,9211
9650: 9773,9920,9943,9805,9647
8450: 8521,8449,8654,9132,8378,8715
9669: 1758,9361,9747,9737,9874,1583
3731: 3533,3932,3734,3729,3829
6065: 6256,5966,6162,5870
206: 362,309
5451: 5752,5250,6238
208: 163,426,9275
8462: 8165,7763,8163,8599,9942
9870: 9947,9693,9994,9838
9815: 10041,9990,9771
3663: 3564,3664,3763
6071: 6072
10000: 9797,9689,9462,9422,9994,9838
7080: 7344,7520,7345
8005: 7761,8389,7759,8460,9735
217: 754,9326,371
9941: 9873,9792,9901,9658,10035,9992
3627: 3628,3527,3531,3431,3227,3425,3727
220: 131,324,323
9569: 9328,9262,4336,4132
5167: 4968,5064,5069,5267,5266
7901: 7818,7819,7737,7902,8061,8291
4736: 4837,4939
7292: 7631,7550,7462,7293
9656: 9728,9769,537,602
9681: 9844,9984,9828,9739
228: 185
6375: 6376
6617: 6712
9716: 8620,8485,9653,9381,9864,9995
9470: 1225,716,9557,9316,1306,1145
233: 700,9272,9416,9345,9969
234: 338,146
9677: 1578,1494,9765
5329: 5327,5328,5331,5725,5528,5727
237: 
238: 338,288
7130: 7039
240: 344,291
9965: 2389,10023,2022,9671
9667: 9848,10019,9884,9603,9301,9561
243: 
9593: 9915,9622,9588,9252,9379
245: 
246: 
247: 301
9570: 834,9330,9900,9370,9506
5312: 5413,5211
7145: 7146,7413,7325
251: 672,811,155,156,9642,9496
5150: 5051,4949,4845,5247,5148,5154
7393: 7565,7650,7217,7735
9830: 9276,9270,9719,9956,9674
7692: 7344,7520,7521
6238: 5948,5452,5250,5451
5251: 5453,5253,9909,9404,5352,5353
7560: 7646,9478,7298,7386,8208,9467
7939: 
7899: 8058,7650,7735,7818
4323: 4117,4320,4118,4328,4331
3755: 4053,3850,3856,3656,3956
10006: 9975,9817,9776,9792
8808: 8919,9102,8274,8490,8273
8153: 8230,8304,8074,8152,8154,8307
5224: 5125,5422,5124,5322,5123
7974: 7811,8357,7209,8208
8304: 8230,8153,8378,8152,8228,8376
4036: 3942,9597
7721: 7719,7548,7885,7550,7638,7804
5856: 5951,5957,6047,5662,5663,5761
5710: 5611,5709
7631: 7292,7550,7462,7713,7877,7548
274: 324
275: 99,438,498,64
8881: 8879,8639,8987,8703,9081,8704
9418: 9424,9621,9912
278: 387
8292: 8291,8365,8766,7903,7902,8142
7836: 7667,7670,7587,7837,8236
4405: 4305
6264: 6262,6165,6359,6265
283: 187,288,73,336
7777: 7268,7176
285: 338,187
