0: 1
1: 0
27: 26,19,25
3: 
4: 12,11,9,10,8,5,7,6
5: 7,4,6
6: 4,8,5
7: 5,9,4
8: 10,4,6
9: 4,11,7
10: 8,4,12
11: 4,12,9
12: 4,11,10
13: 16,14,15,17
14: 16,13,17
15: 16,13,17
16: 14,13,15
17: 14,13,15
18: 
19: 25,21,23,20,22,27,26
20: 22,21,19
21: 23,20,19
22: 20,24,19
23: 21,19,25
24: 22,26
25: 19,23,27
26: 27,24,19
